City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,haiku-pauwela,20.9219,-156.3051,23.47,73,0,7.2,US,1708890980
363,birobidzhan,48.8,132.95,-22.88,100,96,0.52,RU,1708890980
364,acapulco de juarez,16.8634,-99.8901,28.9,70,20,2.06,MX,1708890692
365,saint-joseph,-21.3667,55.6167,26.21,83,56,5.92,RE,1708890981
366,swanage,50.6092,-1.9626,6.67,93,100,15.2,GB,1708890981
367,bardai,11.65,7.2333,26.37,16,88,3.54,NG,1708890981
368,krasnogorskiy,54.6025,61.231,-10.15,85,36,3.2,RU,1708890982
369,karratha,-20.7377,116.8463,26.54,76,30,6.69,AU,1708890982
370,labytnangi,66.6572,66.4183,-11.12,98,99,2.27,RU,1708890982
371,aransas pass,27.9095,-97.15,29.05,73,0,5.14,US,1708890983
372,jabor,5.921,169.6434,27.45,84,90,7.13,MH,1708890983
373,lagunas,-5.2269,-75.6753,29.3,80,100,0.75,PE,1708890983
374,northam,51.0333,-4.2167,7.01,93,100,12.42,GB,1708890984
375,mejit,10.2753,170.8646,26.75,81,100,7.92,MH,1708890984
376,martigues,43.4,5.05,12.05,90,75,5.66,FR,1708890984
377,khandyga,62.6667,135.6,-39.82,100,81,0.92,RU,1708890984
378,tsumeb,-19.2333,17.7167,28.27,33,100,5.52,NA,1708890985
379,rock springs,41.5875,-109.2029,7.8,52,0,6.17,US,1708890985
380,lae,-6.7221,146.9847,25.62,85,96,3.41,PG,1708890985
381,yeed,4.55,43.0333,30.64,22,100,3.95,SO,1708890986
382,bel ombre,-4.6167,55.4167,25.91,89,20,0.51,SC,1708890986
383,belozersk,60.0326,37.7957,0.55,96,100,6.26,RU,1708890986
384,howrah,22.5892,88.3103,19.0,82,0,2.57,IN,1708890987
385,daru,-9.0763,143.2092,25.88,89,100,1.93,PG,1708890987
386,santa isabel,-23.3156,-46.2214,28.61,80,65,3.77,BR,1708890987
387,tazovsky,67.4667,78.7,-15.17,94,100,7.46,RU,1708890988
388,zaragoza,41.6561,-0.8773,16.38,69,75,2.06,ES,1708890988
389,bonthe,7.5264,-12.505,26.42,78,9,3.97,SL,1708890988
390,quellon,-43.1167,-73.6167,16.63,62,12,3.38,CL,1708890989
391,mandal,25.45,74.5667,16.38,30,100,3.54,IN,1708890989
392,aras-asan,8.8908,126.3033,24.89,75,99,3.05,PH,1708890989
393,udachny,66.4167,112.4,-34.12,100,71,1.21,RU,1708890990
394,nyurba,63.2842,118.3319,-36.01,100,100,0.45,RU,1708890990
395,barah,13.7,30.3667,27.37,28,29,5.31,SD,1708890990
396,mata-utu,-13.2816,-176.1745,28.78,72,82,2.02,WF,1708890991
397,atar,20.5169,-13.0499,25.45,17,38,3.21,MR,1708890991
398,fauske,67.2588,15.3918,4.02,81,100,4.0,NO,1708890991
399,shreveport,32.5251,-93.7502,27.22,26,0,9.77,US,1708890974
400,port moresby,-9.4431,147.1797,25.36,77,71,0.79,PG,1708890992
401,lata,40.1629,-8.3327,14.9,85,100,6.47,PT,1708890992
402,murzuq,25.9155,13.9184,15.7,25,3,4.84,LY,1708890992
403,sola,-13.8833,167.55,28.32,78,99,3.4,VU,1708890992
404,selkirk,50.1436,-96.8845,-3.84,61,100,1.34,CA,1708890811
405,teslic,44.6064,17.8597,8.07,92,100,1.15,BA,1708890993
406,nkhotakota,-12.9274,34.2961,24.74,86,100,1.63,MW,1708890994
407,samarinda,-0.5,117.15,23.57,98,100,0.49,ID,1708890994
408,rancho palos verdes,33.7445,-118.387,21.14,83,75,6.17,US,1708890994
409,marechal candido rondon,-24.5561,-54.0567,28.84,62,87,1.99,BR,1708890995
410,varzelandia,-15.7014,-44.0275,26.29,69,4,2.44,BR,1708890995
411,aracruz,-19.8203,-40.2733,30.56,71,4,2.52,BR,1708890995
412,tianchang,37.9981,114.0156,0.44,79,100,1.08,CN,1708890996
413,baruun-urt,46.6806,113.2792,-26.01,97,73,1.87,MN,1708890996
414,alakurtti,66.9672,30.3491,1.54,91,100,5.38,RU,1708890996
415,waldkirchen,48.7327,13.6008,5.75,82,2,1.88,DE,1708890997
416,fortuna,40.5982,-124.1573,16.63,77,0,3.6,US,1708890997
417,zeya,53.75,127.2667,-19.83,100,100,0.62,RU,1708890997
418,willowmore,-33.2926,23.4895,11.65,70,14,5.36,ZA,1708890997
419,chegdomyn,51.1167,133.0167,-28.54,100,98,0.95,RU,1708890998
420,rundu,-17.9333,19.7667,29.88,28,99,2.14,NA,1708890998
421,locharbriggs,55.1034,-3.5844,3.86,90,95,3.43,GB,1708890998
422,bamboo flat,11.7,92.7167,27.05,83,20,1.54,IN,1708890999
423,inari,68.906,27.0288,-0.89,89,100,7.0,FI,1708890999
424,puerto baquerizo moreno,-0.9,-89.6,29.55,74,20,4.12,EC,1708891000
425,pontotoc,34.2479,-88.9987,20.97,47,100,5.87,US,1708891000
426,poltavka,54.3663,71.7632,-15.1,99,96,2.29,RU,1708891000
427,kruisfontein,-34.0033,24.7314,16.6,62,10,7.43,ZA,1708891001
428,kutum,14.2,24.6667,24.03,27,78,4.82,SD,1708891001
429,port isabel,26.0734,-97.2086,28.05,57,0,8.75,US,1708891001
430,itupiranga,-5.1347,-49.3267,32.18,82,97,1.74,BR,1708891002
431,madinat ash shamal,26.1293,51.2009,18.59,74,0,9.78,QA,1708891002
432,kamennomostskiy,44.2983,40.1856,4.06,75,1,1.08,RU,1708890953
433,le port,-20.9373,55.2919,27.0,84,91,3.29,RE,1708891003
434,la palma,33.8464,-118.0467,22.64,70,75,3.6,US,1708891003
435,ponta delgada,37.7333,-25.6667,18.44,88,20,6.17,PT,1708891003
436,susurluk,39.9136,28.1578,12.69,60,100,1.32,TR,1708891003
437,majene,-3.5403,118.9707,26.13,85,100,2.38,ID,1708891004
438,savoy,45.5,6.4167,2.17,92,100,2.73,FR,1708891004
439,trincomalee,8.5711,81.2335,27.81,79,45,7.04,LK,1708891005
440,brookings,44.3114,-96.7984,6.21,69,100,0.0,US,1708890882
441,mikuni,36.2171,136.1519,1.95,84,97,7.73,JP,1708891005
442,three points,32.0767,-111.3137,28.54,18,100,3.29,US,1708891005
443,tafuna,-14.3358,-170.72,28.32,78,60,4.86,AS,1708891006
444,guarapari,-20.6667,-40.4975,28.83,79,24,3.61,BR,1708891006
445,zhangye,38.9342,100.4517,-5.78,88,36,2.02,CN,1708891006
446,namdrik,5.5994,168.1028,27.64,81,100,5.28,MH,1708891007
447,timbuktu,16.7735,-3.0074,28.17,8,5,3.29,ML,1708891007
448,praia,14.9215,-23.5087,24.3,64,20,9.26,CV,1708891007
449,djambala,-2.5447,14.7533,22.71,80,100,1.12,CG,1708891008
450,port macquarie,-31.4333,152.9167,18.27,93,14,1.71,AU,1708891008
451,maintirano,-18.0667,44.0167,25.16,87,100,3.43,MG,1708891008
452,taltal,-25.4,-70.4833,22.54,70,66,3.24,CL,1708891009
453,morant bay,17.8815,-76.4093,27.79,74,39,4.4,JM,1708891009
454,korla,41.7597,86.1469,-1.65,51,59,1.72,CN,1708891010
455,gwanda,-20.9333,29.0,25.85,43,0,1.51,ZW,1708891010
456,papao,-17.75,-149.55,29.82,79,16,6.96,PF,1708891011
457,tosontsengel,48.7567,98.2839,-20.87,100,100,1.93,MN,1708891011
458,kedougou,12.5579,-12.1743,36.32,17,0,0.0,SN,1708891011
459,jangaon,17.7167,79.1833,22.83,77,85,5.09,IN,1708890914
460,ecoporanga,-18.3733,-40.8306,28.43,69,20,1.8,BR,1708891013
461,bhimunipatnam,17.8833,83.4333,23.73,76,3,2.83,IN,1708891013
462,malayer,34.2969,48.8235,-4.21,86,100,4.46,IR,1708891013
463,flying fish cove,-10.4217,105.6791,24.82,94,100,0.0,CX,1708891014
464,ebeltoft,56.1944,10.6821,5.01,93,100,1.54,DK,1708891014
465,palikir - national government center,6.9248,158.1611,26.41,89,100,1.54,FM,1708891014
466,batticaloa,7.7102,81.6924,26.94,82,56,4.55,LK,1708891015
467,ifon,6.9241,5.776,27.1,43,100,0.67,NG,1708891015
468,benguela,-12.5763,13.4055,27.56,83,100,3.26,AO,1708891016
469,maracacume,-2.0428,-45.9592,24.47,96,100,1.96,BR,1708891016
470,tutoia,-2.7619,-42.2744,27.52,80,28,3.4,BR,1708891016
471,plastun,44.7561,136.2939,-8.28,68,8,2.01,RU,1708891017
472,gazojak,41.1875,61.4036,-2.76,47,0,6.12,TM,1708891017
473,debre birhan,9.6833,39.5333,12.68,47,32,2.42,ET,1708891017
474,alamosa,37.4695,-105.87,11.99,17,0,1.54,US,1708891018
475,yemetsk,63.4721,41.7941,1.18,90,100,4.07,RU,1708891018
476,tabatinga,-4.2525,-69.9381,27.05,83,75,2.57,BR,1708891018
477,adamovka,51.5223,59.9396,-18.27,87,11,1.73,RU,1708891019
478,tofol,5.3248,163.0078,27.85,81,39,5.18,FM,1708891019
479,bandundu,-3.3167,17.3667,23.66,91,100,1.66,CD,1708891019
480,bathsheba,13.2167,-59.5167,29.34,70,40,8.23,BB,1708891019
481,horta,38.5333,-28.6333,16.12,92,75,6.17,PT,1708891019
482,sukhinichi,54.0999,35.3425,-1.46,86,100,6.41,RU,1708891020
483,pingliang,35.5392,106.6861,-3.73,96,100,1.88,CN,1708891020
484,pardubice,50.0407,15.7766,6.95,84,0,1.54,CZ,1708891021
485,kidal,18.4411,1.4078,27.47,9,1,2.77,ML,1708891021
486,obo,5.3998,26.4869,28.36,31,100,1.36,CF,1708891021
487,zellingen,49.8978,9.8172,6.91,78,23,2.17,DE,1708891022
488,ar rutbah,33.0381,40.2848,10.51,56,0,3.6,IQ,1708891022
489,luau,-10.7073,22.2247,19.73,94,100,1.91,AO,1708891022
490,el colomo,19.05,-104.25,29.42,59,75,4.09,MX,1708891023
491,businga,3.3333,20.8833,26.33,44,93,1.23,CD,1708891023
492,nova vicosa,-17.8919,-39.3719,27.28,71,58,3.71,BR,1708891024
493,kerikeri,-35.2268,173.9474,19.39,94,100,3.86,NZ,1708891024
494,el jadid,33.2549,-8.506,14.85,74,3,2.61,MA,1708891024
495,singaparna,-7.3515,108.111,22.74,96,100,0.7,ID,1708890842
496,karpinsk,59.7654,60.0085,-4.1,87,73,3.75,RU,1708891025
497,sur,22.5667,59.5289,23.71,73,67,8.15,OM,1708891025
498,burela de cabo,43.65,-7.4,11.21,84,33,10.75,ES,1708891025
499,belyy yar,53.6039,91.3903,-20.06,77,100,0.0,RU,1708891025
500,nantucket,41.2835,-70.0995,1.72,64,0,4.12,US,1708890950
501,leninskoye,41.7589,69.3864,0.33,100,100,0.61,KZ,1708891026
502,nueva imperial,-38.7333,-72.95,25.36,32,16,5.49,CL,1708891027
503,shingu,33.7333,135.9833,5.71,85,3,3.62,JP,1708891027
504,profondeville,50.3761,4.8669,8.68,85,100,6.47,BE,1708891027
505,mazidagi,37.4775,40.4881,3.9,39,0,9.41,TR,1708891027
506,usogorsk,63.4106,48.6872,0.93,98,100,5.24,RU,1708891028
507,khenchela,35.4358,7.1433,6.58,45,93,3.12,DZ,1708891028
508,buala,-8.145,159.5921,26.99,84,27,1.45,SB,1708891028
509,fair oaks ranch,29.7458,-98.6434,28.61,50,0,5.14,US,1708891028
510,coahuayana de hidalgo,18.7,-103.6583,30.99,56,66,3.15,MX,1708891029
511,dul'durga,50.6761,113.5931,-18.8,88,100,0.3,RU,1708891029
512,kulhudhuffushi,6.6221,73.07,27.82,79,31,4.79,MV,1708891029
513,olhao,37.0286,-7.8411,16.16,84,20,6.17,PT,1708891030
514,adam,22.3756,57.5233,22.02,69,23,4.52,OM,1708891030
515,sargatskoye,55.6101,73.4972,-8.68,98,100,2.0,RU,1708891030
516,fort mcmurray,56.7268,-111.381,-15.23,60,100,1.54,CA,1708891031
517,queenstown,-31.8976,26.8753,12.69,76,89,3.41,ZA,1708891031
518,holualoa,19.6228,-155.9522,23.21,80,40,2.06,US,1708891031
519,portland,45.5234,-122.6762,10.6,89,100,5.36,US,1708890509
520,ambatofinandrahana,-20.55,46.8,15.74,94,10,1.53,MG,1708891032
521,luganville,-15.5333,167.1667,27.05,88,100,1.95,VU,1708891032
522,miyako,39.6367,141.9525,2.8,98,100,2.61,JP,1708891032
523,azua,18.4532,-70.7349,29.44,50,1,3.43,DO,1708891033
524,roxas,11.5853,122.7511,23.97,77,13,4.28,PH,1708891033
525,tubarjal,30.4999,38.216,13.45,50,0,1.03,SA,1708891033
526,margate,51.3813,1.3862,7.72,88,100,3.13,GB,1708891034
527,vila velha,-20.3297,-40.2925,30.97,75,20,5.14,BR,1708891034
528,waddan,29.1614,16.139,13.53,21,3,4.41,LY,1708891034
529,kharkhorin,47.1975,102.8238,-21.17,90,31,2.09,MN,1708891035
530,bam,29.106,58.357,7.82,85,100,5.35,IR,1708891035
531,suncho corral,-27.9336,-63.4294,34.6,40,38,1.29,AR,1708891035
532,suozhen,36.9539,118.1047,-1.72,81,100,2.55,CN,1708891035
533,kimbo,10.4,-13.55,24.6,47,1,1.74,GN,1708891036
534,corinto,37.9407,22.9573,15.5,80,100,7.09,GR,1708891036
535,acajutla,13.5928,-89.8275,29.81,47,2,3.98,SV,1708891036
536,gadzhiyevo,69.2551,33.3362,-0.57,84,35,10.29,RU,1708891037
537,hopelchen,19.7667,-89.85,33.77,21,0,1.29,MX,1708891037
538,portage la prairie,49.9728,-98.2926,-1.61,53,63,2.48,CA,1708891037
539,yallahs,17.8748,-76.5624,27.85,74,47,3.99,JM,1708891037
540,umm kaddadah,13.6017,26.6876,26.65,25,100,6.11,SD,1708891038
541,mollendo,-17.0231,-72.0147,24.82,76,46,4.06,PE,1708891038
542,dingcheng,32.1272,115.0394,-1.5,93,81,2.49,CN,1708891038
543,palmer,42.1584,-72.3287,4.6,33,20,3.6,US,1708891039
544,yung shue wan,22.2333,114.1167,17.57,77,100,3.56,HK,1708891039
545,sao gabriel da cachoeira,-0.1303,-67.0892,23.89,94,75,2.06,BR,1708891040
546,severo-yeniseyskiy,60.3725,93.0408,-31.66,100,69,1.28,RU,1708891040
547,namibe,-15.1961,12.1522,24.64,86,100,0.78,AO,1708891040
548,fale old settlement,-9.3852,-171.2468,29.05,71,100,3.7,TK,1708891040
549,tarariras,-34.2833,-57.6167,23.51,53,100,7.3,UY,1708891041
550,viqueque,-8.8673,126.3658,24.98,90,98,2.08,TL,1708891041
551,broome,42.2506,-75.833,5.9,45,0,4.92,US,1708891041
552,soeng sang,14.4264,102.4606,23.6,56,17,1.39,TH,1708891042
